30.366667,68.6,Loralai

29.8645414,67.3294806,Mach

26.1120526,62.03409629999999,Mand

29.016667,62.45,Mashki Chah

32.4213889,70.1716667,Maslti

29.8,66.85,Mastung

30.4743635,69.3682093,Mekhtar

28.9172,63.758831,Merui

29.5395519,67.8759078,Sibbi

30.7383728,69.4136494,Murgha Kibzai

30.8608637,69.82251339999999,Musa Khel Bazar

27.6813074,66.1846575,Nal

27.3799987,67.915103,Naseerabad

28.782256,65.6134904,Nauroz Kalat

28.556471,66.726837,Nur Gamma

29.5558052,66.0195894,Nushki

28.7516772,68.07606969999999,Nuttal

25.214722,64.633889,Ormara

26.966667,64.1,Panjgur

25.266667,63.46666699999999,Pasni

30.583333,67,Pishin

31.6427778,68.4172222,Qamruddin Karez

30.703349,66.69903099999999,Qila Abdullah

27.9272415,62.9235338,Qila Ladgasht

30.6979644,68.3547949,Qila Saifullah

30.1829713,66.998734,Quetta

30.0436057,69.92376709999999,Rakhni

30.3877227,66.6202504,Rodkhan

29.2667404,61.5643401,Saindak

30.283333,68.35,Sanjawi

26.283333,67.083333,Saruna

26.705378,63.9571335,Shabaz Kalat

32.2866118,72.4302529,Shahpur

27.5263889,67.1508333,Shingar

29.5395519,67.8759078,Sibi

25.4227426,66.5982956,Sonmiani

29.983333,67,Spezand

32.0616667,69.67277779999999,Spintangi

28.633333,69.18333299999999,Sui

25.5152575,62.0029838,Suntsar

28.4925,66.259722,Surab

28.1275,64.4027778,Thalo

26.096947,62.3653168,Tump

26.004167,63.06055599999999,Turbat

28.066667,65.45,Umarao

30.76547559999999,72.43436849999999,pirMahal

25.8,66.61666699999999,Uthal

29.683333,69.36666699999999,Vitakri

27.3405051,66.3706084,Wadh

27.11487,63.47798199999999,Washap

28.7443653,63.84808589999999,Yakmach

31.35,69.45,Zhob

35.3294196,74.8565613,Astor

34.1990498,74.3499496,Baramula

36.5332782,75.1545381,Hunza

35.9201595,74.3079751,Gilgit

35.4,73.8,Nagar

35.2900896,75.64534309999999,Skardu

35.4225598,75.4608017,Shangrila

36.0907257,72.59737559999999,Shandur

34.8569021,71.4299364,Bajaur

33.53,71.06,Hangu

34.5030413,71.9045649,Malakand

33,70.065,Miram Shah

34.5654944,71.4774291,Mohmand

25.6784877,68.5023571,Khyber

30.1042,66.515556,Kurram

32.3202371,69.8597406,North Waziristan

32.3202371,69.8597406,South Waziristan

32.304722,69.570278,Wana

34.1687502,73.2214982,Abbotabad

34.0291991,73.4025506,Ayubia

33.7511101,71.5748629,Adezai

33.2722889,71.1819841,Banda Daud Shah

32.986111,70.60416700000002,Bannu

34.6766584,73.02576909999999,Batagram

34.0445167,73.4929161,Birote

34.3943222,72.61511689999999,Buner

34.65,72.033333,Chakdara

34.1494329,71.7427812,Charsadda

35.846111,71.785833,Chitral

34.509304,71.9104934,Dargai

31.791111,71.107222,Darya Khan

31.816667,70.916667,Dera Ismail Khan

36.308159,72.22142,Drasan

35.5684476,71.8037638,Drosh

33.53,71.06,Hangu

33.9959837,72.9367618,Haripur

35.4782403,72.5885045,Kalam

33.1104787,71.0913748,Karak

34.0214196,73.4246509,Khanaspur

33.5834014,71.43321929999999,Kohat

35.2611263,73.2765361,Kohistan

32.605278,70.914444,Lakki Marwat

33.1308091,70.8235158,Latamber

34.8453312,71.9045649,Lower Dir

35.133333,72.533333,Madyan

34.5030413,71.9045649,Malakand

34.3338823,73.2010622,Mansehra

34.2001138,72.0508013,Mardan

36.2783699,72.514567,Mastuj

34.7736465,72.35990029999999,Mongora

34.015856,71.9754516,Nowshera

32.1056403,70.97226189999999,Paharpur

34.0149748,71.5804899,Peshawar

34.7492118,72.3562713,Saidu Sharif

34.8653609,72.6119846,Shangla

32.2678752,72.7540473,Sakesar

34.116667,72.466667,Swabi

35.4920326,72.5204827,Swat

34.3,71.65388899999999,Tangi

32.2142959,70.3777302,Tank

33.367126,70.54731679999999,Thall

33.991111,72.286667,Tordher

35.1976595,71.87492089999999,Upper Dir

29.15,71.266667,Ahmedpur East

32.2766595,74.0060453,Ahmed Nager Chatha

29.3881554,70.91901320000001,Ali Pur

30.293,73.065,Arifwala

33.76873440000001,72.362147,Attock

29.854444,71.536389,Basti Malook

32.275141,72.9047136,Bhalwal

30,73.25,Bahawalnagar

29.3957215,71.6833331,Bahawalpur

31.205,73.943,Bhaipheru

31.623,71.0626,Bhakkar

30.1577112,72.6739675,Burewala

32.6571027,73.60431419999999,Chailianwala

32.9310991,72.8550863,Chakwal

30.533333,72.7,Chichawatni

31.72,72.9789,Chiniot

30.9706552,71.2123021,Chowk Azam

30.5792141,71.2369336,Chowk Sarwar Shaheed

32.333333,74.35,Daska

31.791111,71.107222,Darya Khan

30.0324857,70.6402456,Dera Ghazi Khan

28.767278,71.333861,Derawar Fort

33.033333,72.3,Dhaular

33.028333,73.601111,Dina City

32.641,73.7243,Dinga

30.666667,73.65,Dipalpur

31.4187142,73.07910729999999,Faisalabad

33.5672809,72.64072399999999,Fateh Jang

34.2818235,72.0627415,Gadar

32.3018128,74.14624890000002,Ghakhar Mandi

32.1543783,74.1842254,Gujranwala

32.57114430000001,74.07500499999999,Gujrat

33.250846,73.296581,Gujar Khan

32.0716989,73.6857291,Hafizabad

29.61,73.11999999999999,Haroonabad

29.696667,72.55416699999999,Hasilpur

30.4480817,73.69491579999999,Haveli Lakha

29.6459464,70.59193570000001,Jampur

31.2600618,72.319273,Jhang

32.9405479,73.72762929999999,Jhelum

32.966,71.553,Kalabagh

31.2272419,70.9517078,Karor Lal Esan

31.1164769,74.4493744,Kasur

30.733333,72.64999999999999,Kamalia

31.966667,74.216667,Kamokey

30.303934,71.9298795,Khanewal

28.6491211,70.6514213,Khanpur

32.8128831,73.8818979,Kharian

32.3054193,72.3482384,Khushab

30.46666699999999,70.966667,Kot Addu

30.0407735,71.8185895,Jahania

29.7401965,71.60058339999999,Jalla Araain

32.2899398,72.271908,Jauharabad

33.9737818,72.24149059999999,Laar

31.55460609999999,74.3571581,Lahore

32.7037264,73.95851689999999,Lalamusa

30.9647503,70.9399349,Layyah

29.533333,71.633333,Lodhran

29.915182,70.5607029,Mamoori

32.5881687,73.4973431,Mandi Bahauddin

29.7874706,71.55533299999999,Makhdoom Aali

29.8042254,72.1740413,Mailsi

30.45,72.36666699999999,Mian Channu

32.585411,71.54361700000001,Mianwali

30.19838069999999,71.46870280000002,Multan

33.9077736,73.3914997,Murree

31.802,74.255,Muridke

30.070278,71.193333,Muzaffargarh

32.0994756,74.8747353,Narowal

30.8090496,73.4508207,Okara

30.8800345,73.6003308,Renala Khurd

29.1017686,70.32446589999999,Rajan Pur

30.345,73.38499999999999,Pak Pattan

26.966667,64.1,Panjgur

31.0249269,73.8479317,Pattoki

30.76547559999999,72.43436849999999,Pirmahal

32.1366739,74.0123851,Qila Didar Singh

31.752778,72.92222199999999,Rabwah

31.2456587,74.2128875,Raiwind

29.1017686,70.32446589999999,Rajan Pur

28.4211565,70.2988744,Rahim Yar Khan

33.598394,73.0441352,Rawalpindi

27.675196,68.9003075,Rohri

28.3,70.11666699999999,Sadiqabad

30.6611813,73.1085756,Sahiwal

31.716667,73.383333,Sangla Hill

32.4785685,74.3528822,Samberial

32.9,73.75,Sarai Alamgir

32.0837411,72.67185959999999,Sargodha

32.2642802,75.1598723,Shakargarh

31.7166617,73.98502429999999,Sheikhupura

32.4924769,74.5310403,Sialkot

33.1128659,73.4121277,Sohawa

32.2483161,73.6985018,Sooianwala

31.3536296,74.1284003,Sundar (city)

32.9298214,72.4198967,Talagang

33.9369374,72.5180674,Tarbela

34.2875721,71.93420610000001,Takhtbai

33.7369654,72.7994411,Taxila

30.966667,72.483333,Toba Tek Singh

30.041944,72.35277800000001,Vehari

33.7909859,72.72272079999999,Wah Cantonment

32.4386254,74.11699060000001,Wazirabad

24.1333633,67.4684132,Ali Bandar

24.6557191,68.837241,Baden

25.1156043,70.2557142,Chachro

26.733333,67.78333300000001,Dadu

25.155556,69.11138900000002,Digri

24.465469,69.5827286,Diplo

27.374722,68.097222,Dokri

30.09533459999999,70.56293389999999,Gadra

34.556711,72.9877614,Ghanian

28.1371171,69.0821211,Ghauspur

28.0006901,69.3189399,Ghotki

25.81,68.42999999999999,Hala

25.3817509,68.3693897,Hyderabad

24.7013799,70.1783251,Islamkot

28.2819893,68.4379044,Jacobabad

25.289933,69.2490136,Jamesabad

25.4168681,68.2743064,Jamshoro

26.0444193,68.95387889999999,Janghar

24.9687687,69.2966933,Jhudo

24.8538097,67.775756,Jungshahi

27.0587825,68.21170459999999,Kandiaro

24.8614622,67.0099388,Karachi

28.4323282,69.5916659,Kashmor

24.1299447,67.453141,Keti Bandar

27.5299523,68.7581419,Khairpur

26.0417178,68.53831579999999,Khora

25.8241828,69.3756586,Klupro

24.9036432,67.21253779999999,Khokhropur

24.8256705,67.1318397,Korangi

25.373964,68.30131500000002,Kotri

34.8344444,72.4508333,Kot Sarae

27.563994,68.21513089999999,Larkana

33.3932255,72.48424659999999,Lund

24.3325,67.96666669999999,Mathi

25.6,68.45,Matiari

27.175294,67.8152491,Mehar

24.726389,68.26083299999999,Mirpur Batoro

25.525,69.015833,Mirpur Khas

24.5473691,67.6259883,Mirpur Sakro

24.7400111,69.79834439999999,Mithi

24.8603364,67.0034318,Mithani

26.6591938,68.0060183,Moro

24.3604736,70.7584767,Nagar Parkar

34.015856,71.9754516,Naushara

27.668056,68.361111,Naudero

26.6743936,68.12620460000001,Noushero Feroz

26.2442211,68.4100338,Nawabshah

24.916667,67.033333,Nazimabad

24.854836,69.4099249,Naokot

27.5859189,68.0060183,Qambar

26.3010283,68.10289829999999,Qazi Ahmad

27.2847838,68.5071364,Ranipur

27.8,68.283333,Ratodero

27.675196,68.9003075,Rohri

34.7492118,72.3562713,Saidu Sharif

26.138056,68.273056,Sakrand

26.0444193,68.95387889999999,Sanghar

27.85,67.89999999999999,Shadadkhot

24.17877,67.898933,Shahbandar

25.922778,68.620556,Shahdadpur

26.1543553,68.6505791,Shahpur Chakar

27.95,68.64999999999999,Shikarpur

24.604167,68.078333,Sujawal

27.7066038,68.8481971,Sukkur

25.7685204,68.66254479999999,Tando Adam

25.4570396,68.7214593,Tando Allahyar

24.782222,68.971389,Tando Bago

24.746117,67.924336,Thatta

25.3614443,69.7435857,Umarkot

27.4476667,67.7943847,Warah
